"length_min","length_max","gravy_min","gravy_max","n_valid_total","n_invalid_total","detection_rate_valid","detection_rate_invalid","enrichment"
6,35,-0.8,0.8,23076,38130,0.510030874292863,0.190965809902413,0.31906506439045
10,25,-0.5,0.4,9111,52095,0.585262295182807,0.266313348554483,0.318948946628324
6,20,-1.2,0.3,18089,43117,0.540751576552566,0.221938253860766,0.3188133226918
10,25,-0.5,0.3,8438,52768,0.588961139911437,0.270197879248513,0.318763260662924
5,40,-1.2,0.5,29298,31908,0.481895903449057,0.163204695858536,0.318691207590522
9,30,-0.5,0.4,11307,49899,0.573650340520059,0.255049675194693,0.318600665325366
6,20,-0.8,1,16890,44316,0.544505154980341,0.226200241339213,0.318304913641128
5,30,-1.2,0.4,25635,35571,0.501269908571134,0.183046686764948,0.318223221806186
7,25,-0.5,0.4,11474,49732,0.571977331740709,0.253990110966765,0.317987220773945
8,30,-0.5,0.6,13547,47659,0.559803894571244,0.241912640973306,0.317891253597937
5,35,-1.2,0.4,27234,33972,0.492250543149143,0.174525426382286,0.317725116766857
9,30,-0.5,0.6,12698,48508,0.564805220928856,0.247187653240949,0.317617567687907
7,30,-0.5,0.8,15532,45674,0.548112887557589,0.230746005386162,0.317366882171427
8,30,-0.5,0.5,12859,48347,0.56371136576776,0.246356705318179,0.317354660449581
6,30,-0.8,0.5,19597,41609,0.529548961747016,0.212251409497743,0.317297552249272
5,25,-1.5,0.4,26424,34782,0.497271593111123,0.180041191515464,0.31723040159566
10,25,-0.5,0.6,10211,50995,0.577183759414474,0.260549000184569,0.316634759229905
7,25,-0.5,0.3,10625,50581,0.575785235144126,0.259326704216169,0.316458530927958
6,25,-0.8,0.5,17626,43580,0.539623867176903,0.223174282551062,0.316449584625841
6,20,-1,0.5,17334,43872,0.542241723263031,0.225793759882716,0.316447963380315
9,30,-0.5,0.3,10469,50737,0.576587682066365,0.26014859041749,0.316439091648875
5,25,-1.2,0.6,25062,36144,0.502830641447006,0.186457216203074,0.316373425243931
5,40,-1,1,29562,31644,0.475966193189612,0.160000978617072,0.31596521457254
8,30,-0.5,0.4,12068,49138,0.566643777942209,0.250932762759653,0.315711015182556
6,20,-0.8,0.8,16291,44915,0.545536672666861,0.230332695802045,0.315203976864815
6,40,-0.8,1,24955,36251,0.496560504561383,0.181421275037634,0.315139229523748
5,35,-1,0.8,27554,33652,0.486574831893962,0.171717125393555,0.314857706500407
5,25,-1,1,24233,36973,0.504862090277197,0.190807757503668,0.314054332773529
8,30,-0.5,0.3,11172,50034,0.570008841344758,0.256576968665136,0.313431872679622
7,30,-0.5,0.6,14500,46706,0.550848494862201,0.237853443087728,0.312995051774473
6,30,-0.8,0.4,18694,42512,0.531191304902147,0.218519907260928,0.312671397641219
6,20,-1,0.4,16672,44534,0.542992823061984,0.230392998166665,0.312599824895319
6,40,-1,0.3,22980,38226,0.511322245583604,0.198860072787494,0.31246217279611
6,35,-0.8,0.6,21889,39317,0.512957946412925,0.200538986333064,0.312418960079861
5,40,-1.2,0.4,28232,32974,0.484117971266619,0.171848998278898,0.312268972987721
6,25,-0.8,0.4,16832,44374,0.540304792867649,0.228681695455375,0.311623097412274
7,30,-0.5,0.5,13767,47439,0.554109104883104,0.242787828369768,0.311321276513336
5,30,-1,0.6,24650,36556,0.501228143095097,0.190046695587626,0.311181447507471
5,25,-1.2,0.5,24322,36884,0.503369257222317,0.192987973634278,0.310381283588039
5,25,-1,0.8,23475,37731,0.507029218001738,0.196680548326218,0.31034866967552
5,20,-1.5,1,26037,35169,0.494923467259898,0.185292694891233,0.309630772368665
5,30,-1.2,0.3,24568,36638,0.501861878029495,0.192358540848376,0.309503337181119
6,35,-0.8,0.5,21066,40140,0.516411854021794,0.206946631766548,0.309465222255246
6,40,-0.8,0.8,24108,37098,0.498355105590869,0.18900426302178,0.309350842569089
7,30,-0.5,0.4,12912,48294,0.556757377901605,0.247905423333001,0.308851954568604
5,35,-1.2,0.3,26081,35125,0.493463712331573,0.18483351173963,0.308630200591944
5,25,-1.5,0.3,25464,35742,0.497192213212555,0.1886510023178,0.308541210894755
10,40,-0.8,0.4,16563,44643,0.540357585010155,0.231922661122897,0.308434923887258
5,40,-1,0.8,28652,32554,0.477087255309401,0.168777313604049,0.308309941705353
6,20,-0.8,0.6,15429,45777,0.544440569820075,0.236248323097148,0.308192246722927
10,40,-0.8,0.5,17355,43851,0.536000207846436,0.228150844726359,0.307849363120076
10,30,-0.5,0.4,10549,50657,0.568425904273285,0.260951887047496,0.307474017225789
6,20,-1,0.3,15919,45287,0.543173262233244,0.235814501306822,0.307358760926423
10,30,-0.5,0.5,11241,49965,0.564974067976465,0.25771312886808,0.307260939108385
5,35,-1,0.6,26298,34908,0.489739406146125,0.182703809850201,0.307035596295924
6,25,-0.8,0.3,15927,45279,0.541664058868866,0.234888806759322,0.306775252109544
10,40,-0.8,1,19622,41584,0.520746764330323,0.214195749144673,0.30655101518565
10,40,-0.8,0.3,15647,45559,0.544128686623739,0.237752227759705,0.306376458864034
7,30,-0.5,0.3,11956,49250,0.560298858023027,0.253958172784044,0.306340685238983
10,30,-0.5,0.3,9769,51437,0.571637898746186,0.265404759483794,0.306233139262392
6,30,-0.8,0.3,17682,43524,0.53160248099864,0.225803464124061,0.305799016874579
10,40,-0.8,0.8,19006,42200,0.523980300843858,0.218351527237399,0.305628773606459
5,30,-1,0.5,23835,37371,0.502504475620328,0.196920733904861,0.305583741715467
10,40,-0.8,0.6,18048,43158,0.52971340288707,0.224497779024112,0.305215623862958
6,35,-0.8,0.4,20104,41102,0.518446235407516,0.213443754252561,0.305002481154955
5,25,-1.2,0.4,23465,37741,0.504212484447907,0.199468807513698,0.304743676934209
6,20,-0.8,0.5,14874,46332,0.545047562571479,0.240388219303079,0.3046593432684
5,20,-1.5,0.8,25375,35831,0.495140176066658,0.190642292362494,0.304497883704164
10,30,-0.5,0.8,12657,48549,0.554273572300476,0.249988338896783,0.304285233403693
8,35,-0.5,1,16506,44700,0.531250392326109,0.227496396708507,0.303753995617602
10,30,-0.5,0.6,11833,49373,0.558113514004665,0.254674787349846,0.303438726654819
6,40,-0.8,0.6,22864,38342,0.501747945345642,0.199111368401267,0.302636576944375
10,30,-0.5,1,13184,48022,0.549759036200173,0.247178407736782,0.302580628463392
7,35,-0.5,1,17589,43617,0.524502632452655,0.222081625982346,0.30242100647031
5,40,-1.2,0.3,27029,34177,0.485169832573035,0.182787722944672,0.302382109628363
5,35,-1,0.5,25428,35778,0.492160227395461,0.190008197117162,0.302152030278299
5,25,-1,0.6,22415,38791,0.50728104417402,0.205198889244752,0.302082154929267
9,35,-0.5,0.5,13233,47973,0.550175767353887,0.24876011137197,0.301415655981917
6,20,-0.8,0.4,14212,46994,0.54590573640345,0.244586866469016,0.301318869934435
9,35,-0.5,0.4,12426,48780,0.554054446781358,0.252804990044851,0.301249456736506
5,30,-1,0.4,22869,38337,0.504572908850982,0.203680667689688,0.300892241161294
8,35,-0.5,0.8,15816,45390,0.533218296107332,0.232616641407418,0.300601654699914
8,35,-0.5,0.5,14037,47169,0.543994797446774,0.243948731826509,0.300046065620265
6,40,-0.8,0.5,21995,39211,0.505678498802169,0.205678048546186,0.300000450255983
5,20,-1.2,1,23256,37950,0.502541801411452,0.202587071151414,0.299954730260039
5,40,-1,0.6,27339,33867,0.480313603131614,0.180488721926117,0.299824881205497
8,35,-0.5,0.6,14780,46426,0.539164589832408,0.239476380189492,0.299688209642916
8,35,-0.5,0.4,13187,48019,0.547628323874999,0.248531116103825,0.299097207771174
9,35,-0.5,1,15530,45676,0.533981140422931,0.235142481111493,0.298838659311437
9,35,-0.5,0.3,11502,49704,0.557023579874906,0.258198832824594,0.298824747050311
6,35,-0.8,0.3,19006,42200,0.520113509486223,0.221346003216756,0.298767506269467
7,35,-0.5,0.8,16842,44364,0.526429257779334,0.227778780996913,0.298650476782421
9,35,-0.5,0.6,13931,47275,0.543633815569509,0.2449893136269,0.298644501942609
5,30,-0.8,1,23499,37707,0.49606463306074,0.19747656186547,0.29858807119527
5,25,-1.2,0.3,22505,38701,0.505159025597127,0.207092898244273,0.298066127352855
5,35,-1,0.4,24403,36803,0.49454490927203,0.197142408273043,0.297402500998987
9,35,-0.5,0.8,14897,46309,0.536662197500013,0.239276060972826,0.297386136527187
5,25,-1,0.5,21675,39531,0.508107762511901,0.211055589967052,0.297052172544849
7,35,-0.5,0.6,15733,45473,0.53180068231426,0.235224313937917,0.296576368376342
8,35,-0.5,0.3,12205,49001,0.551050999992254,0.254497921459176,0.296553078533078
5,20,-1.5,0.6,24444,36762,0.494444310044658,0.198165988241095,0.296278321803563
5,30,-0.8,0.8,22678,38528,0.49932458130424,0.203333876509428,0.295990704794812
6,20,-0.8,0.3,13459,47747,0.545500047800458,0.249523992444575,0.295976055355883
7,35,-0.5,0.5,14945,46261,0.535988585561667,0.240222467468309,0.295766118093358
6,40,-0.8,0.4,20992,40214,0.508030615262302,0.212283984104946,0.295746631157356
5,20,-1.2,0.8,22594,38612,0.50302434340486,0.207380436899985,0.295643906504875
5,40,-1,0.5,26423,34783,0.483243982314089,0.188060773923899,0.29518320839019
5,25,-0.8,1,21271,39935,0.50554637574881,0.211073725747864,0.294472650000946
7,35,-0.5,0.4,14031,47175,0.538922014303671,0.245377450044148,0.293544564259523
5,30,-1,0.3,21802,39404,0.50515369658432,0.211822474660821,0.293331221923498
5,35,-0.8,1,25159,36047,0.483572295367666,0.190328472775773,0.293243822591893
6,25,-0.5,1,15357,45849,0.53065147534681,0.237888525093039,0.292762950253771
6,25,-0.5,0.8,14662,46544,0.534989359069098,0.242233655057854,0.292755704011244
5,25,-1,0.4,20818,40388,0.50927335187702,0.216812131033867,0.292461220843153
5,25,-0.8,0.8,20513,40693,0.508156255226506,0.216139795541555,0.292016459684951
7,35,-0.5,0.3,12989,48217,0.54257694848553,0.251776554074621,0.290800394410909
5,40,-1,0.4,25357,35849,0.485804768071303,0.195388063329697,0.290416704741606
6,20,-0.5,1,12863,48343,0.541794618387603,0.251433949288894,0.290360669098709
5,20,-1.5,0.5,23842,37364,0.493493659833622,0.203492431460599,0.290001228373023
5,35,-1,0.3,23250,37956,0.495946243569256,0.206093475060045,0.289852768509211
5,20,-1,1,20821,40385,0.507341836374711,0.217568602754219,0.289773233620491
6,20,-0.5,0.8,12264,48942,0.544258057254897,0.254946228464373,0.289311828790524
6,40,-0.8,0.3,19844,41362,0.509730866466741,0.220541372259368,0.289189494207372
8,40,-0.5,1,17404,43802,0.516164297426405,0.227011294222504,0.289153003203901
5,30,-0.8,0.6,21499,39707,0.500981270074382,0.211873846462658,0.289107423611724
7,40,-0.5,1,18487,42719,0.510346724916426,0.221399388980205,0.288947335936221
10,35,-0.5,0.4,11668,49538,0.547401572447121,0.258863795372159,0.288537777074962
5,35,-0.8,0.8,24279,36927,0.485493775206553,0.197076786568708,0.288416988637845
5,20,-1.2,0.6,21663,39543,0.502345022240066,0.214112588063024,0.288232434177042
10,35,-0.5,0.5,12419,48787,0.543304999782307,0.255688708894637,0.28761629088767
10,35,-0.5,0.3,10802,50404,0.550711992018281,0.263575278965959,0.287136713052323
6,30,-0.5,1,17161,44045,0.517074075929543,0.229977995869892,0.287096080059651
5,25,-1,0.3,19858,41348,0.510285032765753,0.223604193512704,0.286680839253049
6,25,-0.5,0.6,13671,47535,0.535171087933933,0.248513689307495,0.286657398626438
5,20,-1,0.8,20159,41047,0.508124067518721,0.221850343489035,0.286273724029685
6,30,-0.5,0.8,16403,44803,0.520993960433562,0.234736739066215,0.286257221367346
5,40,-0.8,1,26221,34985,0.473838330643466,0.187959000716055,0.28587932992741
5,20,-1.5,0.4,23117,38089,0.494165568171628,0.208682111082388,0.285483457089239
8,40,-0.5,0.8,16684,44522,0.517757386165816,0.23244610194678,0.285311284219036
5,30,-0.8,0.5,20684,40522,0.503105443938873,0.217881741097111,0.285223702841762
5,25,-0.8,0.6,19453,41753,0.508673176396421,0.223600703424318,0.285072472972103
6,20,-0.5,0.6,11402,49804,0.54499958677079,0.259991715837517,0.285007870933273
8,40,-0.5,0.5,14802,46404,0.528918310351903,0.243995014818544,0.284923295533359
6,25,-0.5,0.5,12978,48228,0.537750034115428,0.252849170249112,0.284900863866316
8,40,-0.5,0.4,13911,47295,0.533052947022577,0.248512553538759,0.284540393483818
7,40,-0.5,0.8,17710,43496,0.512002008780992,0.227465350558917,0.284536658222075
8,40,-0.5,0.6,15591,45615,0.523362607277218,0.239546987296472,0.283815619980746
9,40,-0.5,0.4,13150,48056,0.536635316671407,0.252883506987849,0.283751809683558
9,40,-0.5,0.5,13998,47208,0.532187386368662,0.248930396035093,0.28325699033357
10,35,-0.5,0.6,13066,48140,0.535691167130674,0.2527066600169,0.282984507113774
5,20,-1.2,0.5,21061,40145,0.501849129799384,0.218876604684934,0.28297252511445
6,25,-0.5,0.3,11279,49927,0.545148852600748,0.262433517804299,0.282715334796449
5,35,-0.8,0.6,23023,38183,0.489057195697165,0.20634970108375,0.282707494613415
5,40,-1,0.3,24154,37052,0.487276246054769,0.204829491124912,0.282446754929857
6,20,-0.5,0.5,10847,50359,0.545881988798936,0.263548328319798,0.282333660479138
6,25,-0.5,0.4,12184,49022,0.539650680728023,0.257342181013252,0.282308499714771
9,40,-0.5,0.3,12176,49030,0.540531455767505,0.258412872170912,0.282118583596593
6,30,-0.5,0.6,15293,45913,0.523464856458659,0.241584821788325,0.281880034670334
9,40,-0.5,1,16428,44778,0.516791065515585,0.234989141871276,0.281801923644309
7,40,-0.5,0.6,16544,44662,0.516949050900274,0.235181622667164,0.28176742823311
8,40,-0.5,0.3,12879,48327,0.536396776103368,0.254642800706405,0.281753975396962
7,40,-0.5,0.5,15710,45496,0.521896397094254,0.240181687101682,0.281714709992572
5,30,-0.8,0.4,19718,41488,0.505375479962604,0.223705756033911,0.281669723928693
5,25,-0.8,0.5,18713,42493,0.510337278434665,0.228801522671752,0.281535755762913
6,20,-0.5,0.4,10185,51021,0.548428334280536,0.267123349334824,0.281304984945712
10,35,-0.5,0.8,13967,47239,0.528965458018054,0.2478640334855,0.281101424532553
10,35,-0.5,1,14553,46653,0.52570951719083,0.244633700481057,0.281075816709773
9,40,-0.5,0.6,14742,46464,0.526056688507628,0.245214686719341,0.280842001788287
6,30,-0.5,0.5,14525,46681,0.526870382624897,0.246372396606804,0.280497986018093
5,40,-0.8,0.8,25311,35895,0.475515739597506,0.195248679472987,0.280267060124519
9,40,-0.5,0.8,15765,45441,0.519534993681114,0.23934799657895,0.280186997102164
7,40,-0.5,0.4,14755,46451,0.525226453368331,0.245289089480002,0.279937363888328
5,20,-1,0.6,19228,41978,0.507772333378395,0.228005082775268,0.279767250603127
5,20,-1.2,0.4,20336,40870,0.503145263405925,0.223486337775052,0.279658925630873
5,35,-0.8,0.5,22153,39053,0.492160210506842,0.21263860650991,0.279521603996933
6,20,-0.5,0.3,9432,51774,0.550680338869303,0.271389638964302,0.279290699905001
6,30,-0.5,0.4,13622,47584,0.529685271539257,0.251296537952329,0.278388733586927
5,20,-1.5,0.3,22309,38897,0.493218663871491,0.215066777923415,0.278151885948077
5,25,-0.8,0.4,17856,43350,0.511731970205916,0.233862405866126,0.27786956433979
7,40,-0.5,0.3,13663,47543,0.528856429029494,0.251872883788714,0.27698354524078
5,20,-0.8,1,18156,43050,0.509452155664518,0.23269476571059,0.276757389953927
6,30,-0.5,0.3,12610,48596,0.533706977543401,0.257100105122549,0.276606872420852
5,35,-0.8,0.4,21128,40078,0.494784056447221,0.218679270554757,0.276104785892464
5,20,-1,0.5,18626,42580,0.507479980530476,0.232364997294709,0.275114983235768
5,30,-0.8,0.3,18651,42555,0.505596715688536,0.230797060808516,0.274799654880021
5,20,-1.2,0.3,19528,41678,0.503315611938575,0.229212386386321,0.274103225552255
5,20,-0.8,0.8,17494,43712,0.510534847521217,0.236492334625586,0.274042512895631
5,40,-0.8,0.6,23998,37208,0.479023004771473,0.205044833127984,0.273978171643489
5,25,-0.8,0.3,16896,44310,0.512857453286597,0.239874137370765,0.272983315915833
6,35,-0.5,1,18530,42676,0.49937981424671,0.226484767921428,0.272895046325282
5,20,-1,0.4,17901,43305,0.50915932663694,0.23652965291731,0.272629673719629
5,40,-0.8,0.5,23082,38124,0.482637207335017,0.211481464674907,0.271155742660111
10,40,-0.5,0.4,12392,48814,0.529486807480487,0.25904132924306,0.270445478237427
6,35,-0.5,0.8,17713,43493,0.501894685636754,0.231833151023621,0.270061534613133
10,40,-0.5,0.3,11476,49730,0.533733920963734,0.263872453147925,0.269861467815809
5,35,-0.8,0.3,19975,41231,0.496124025662342,0.226388522166823,0.269735503495519
10,40,-0.5,0.5,13184,48022,0.524697581495611,0.256007181993942,0.268690399501669
5,20,-0.8,0.6,16563,44643,0.510466139773513,0.242032263468493,0.26843387630502
6,35,-0.5,0.6,16526,44680,0.507081467510218,0.239011795964443,0.268069671545775
5,40,-0.8,0.4,22016,39190,0.485490483385042,0.217598196651347,0.267892286733694
6,35,-0.5,0.5,15703,45503,0.511476827532381,0.243853470021828,0.267623357510553
5,20,-1,0.3,17093,44113,0.509156503485525,0.241761837648481,0.267394665837044
6,35,-0.5,0.4,14741,46465,0.514492622944937,0.248807913128421,0.265684709816516
5,20,-0.8,0.5,15961,45245,0.510867904737789,0.246002081395571,0.264865823342218
10,40,-0.5,0.6,13877,47329,0.517555158063837,0.253115680942821,0.264439477121016
6,35,-0.5,0.3,13643,47563,0.518411878187253,0.2549575835395,0.263454294647753
10,40,-0.5,1,15451,45755,0.507926193963685,0.244741276886959,0.263184917076726
10,40,-0.5,0.8,14835,46371,0.511243951956378,0.248157455133104,0.263086496823274
5,20,-0.8,0.4,15236,45970,0.512743124085035,0.249748860141367,0.262994263943668
5,40,-0.8,0.3,20813,40393,0.486904891933244,0.225659834073337,0.261245057859907
6,40,-0.5,1,19428,41778,0.486894176106593,0.225896414869016,0.260997761237577
5,25,-0.5,0.8,15530,45676,0.506097159872885,0.246820094073813,0.259277065799072
5,25,-0.5,1,16288,44918,0.501590435747256,0.242812237486081,0.258778198261174
5,20,-0.8,0.3,14428,46778,0.512128293586088,0.254484198006303,0.257644095579785
6,40,-0.5,0.8,18581,42625,0.489085711082707,0.231600180812525,0.257485530270182
5,30,-0.5,1,18092,43114,0.491261038942233,0.234960693204825,0.256300345737408
5,30,-0.5,0.8,17271,43935,0.495395871963109,0.239379851249141,0.256016020713968
6,40,-0.5,0.5,16468,44738,0.498958727598712,0.243867268450567,0.255091459148144
5,25,-0.5,0.6,14470,46736,0.507628053987094,0.252688367194051,0.254939686793043
6,40,-0.5,0.6,17337,43869,0.49385064192725,0.239035984233693,0.254814657693557
6,40,-0.5,0.4,15465,45741,0.502323707096433,0.248768298565624,0.25355540853081
5,30,-0.5,0.6,16092,45114,0.498916124632937,0.245808846799034,0.253107277833903
5,25,-0.5,0.5,13730,47476,0.509597956542261,0.256841546212855,0.252756410329405
5,25,-0.5,0.3,11913,49293,0.517791912390125,0.265757877529106,0.252034034861019
5,25,-0.5,0.4,12873,48333,0.512531805091251,0.260875092556447,0.251656712534804
5,30,-0.5,0.5,15277,45929,0.501720338578198,0.250414667555498,0.251305671022699
5,20,-0.5,1,13794,47412,0.507336886880319,0.2563051268433,0.251031760037019
6,40,-0.5,0.3,14317,46889,0.506009813188998,0.255098562397524,0.250911250791475
5,30,-0.5,0.4,14311,46895,0.505430690731289,0.254869039324344,0.250561651406945
5,20,-0.5,0.8,13132,48074,0.509939943096782,0.259478845174826,0.250461097921956
5,30,-0.5,0.3,13244,47962,0.509218858286251,0.260458905427237,0.248759952859014
5,20,-0.5,0.6,12201,49005,0.512078517310203,0.264112312315255,0.247966204994948
5,20,-0.5,0.4,10874,50332,0.516621578951469,0.270605685064497,0.246015893886972
5,20,-0.5,0.5,11599,49607,0.512531132376404,0.267482454457094,0.24504867791931
5,35,-0.5,1,19461,41745,0.475926348007109,0.231542246816634,0.244384101190476
5,20,-0.5,0.3,10066,51140,0.518681575967141,0.274667415800748,0.244014160166393
5,35,-0.5,0.8,18581,42625,0.478604242125893,0.236548522256595,0.242055719869298
5,35,-0.5,0.6,17325,43881,0.484687206011664,0.243305967489924,0.24138123852174
5,35,-0.5,0.5,16455,44751,0.488392647923563,0.247958689142079,0.240433958781484
5,35,-0.5,0.4,15430,45776,0.49228607940209,0.252423574693154,0.239862504708935
5,35,-0.5,0.3,14277,46929,0.495873053407442,0.25835161982426,0.237521433583181
5,40,-0.5,1,20359,40847,0.465600286909447,0.231107140442084,0.234493146467363
5,40,-0.5,0.8,19449,41757,0.46786165602702,0.236418037756138,0.231443618270881
5,40,-0.5,0.6,18136,43070,0.472611787481415,0.243409629985452,0.229202157495962
5,40,-0.5,0.5,17220,43986,0.47704309103531,0.248040553152558,0.229002537882752
5,40,-0.5,0.4,16154,45052,0.481243070289755,0.252440317651596,0.228802752638159
5,40,-0.5,0.3,14951,46255,0.48462578672801,0.258542527854859,0.226083258873151
